FID,Key,SiteCode,Site,SiteLat,SiteLong,Country,Ecoregion,Realm,SurveyID,Depth,SurveyDate,Category,CategoryDescription,MajorCategory,NumPoints,TotalPoints,PercentCover,geom
M3_DATA.3398,3398,EI1,South Bay East,-26.47,-105.36,Chile,Easter Island,Eastern Indo-Pacific,912342096,10,2012-03-24T13:00:00Z,Ecr,Encrusting corals,Coral,6,100,6,POINT (-105.36 -26.47)
M3_DATA.3400,3400,EI1,South Bay East,-26.47,-105.36,Chile,Easter Island,Eastern Indo-Pacific,912342096,10,2012-03-24T13:00:00Z,Pocil,Pocillopora,Coral,2,100,2,POINT (-105.36 -26.47)
M3_DATA.3405,3405,EI10,Hanga Roa Pt Nth Easter Island,-27.11,-109.42,Chile,Easter Island,Eastern Indo-Pacific,912342097,8,2012-03-28T13:00:00Z,Bra,Other branching/erect corals (Live),Coral,41,100,41,POINT (-109.42 -27.11)
M3_DATA.3406,3406,EI10,Hanga Roa Pt Nth Easter Island,-27.11,-109.42,Chile,Easter Island,Eastern Indo-Pacific,912342097,8,2012-03-28T13:00:00Z,Ecr,Encrusting corals,Coral,9,100,9,POINT (-109.42 -27.11)
M3_DATA.3407,3407,EI10,Hanga Roa Pt Nth Easter Island,-27.11,-109.42,Chile,Easter Island,Eastern Indo-Pacific,912342097,8,2012-03-28T13:00:00Z,Pocil,Pocillopora,Coral,11,100,11,POINT (-109.42 -27.11)
M3_DATA.3408,3408,EI10,Hanga Roa Pt Nth Easter Island,-27.11,-109.42,Chile,Easter Island,Eastern Indo-Pacific,912342097,8,2012-03-28T13:00:00Z,Tab,Tabular Coral (Live),Coral,1,100,1,POINT (-109.42 -27.11)
M3_DATA.3410,3410,EI10,Hanga Roa Pt Nth Easter Island,-27.11,-109.42,Chile,Easter Island,Eastern Indo-Pacific,912342097,8,2012-03-28T13:00:00Z,Mas,Massive corals (Live),Coral,3,100,3,POINT (-109.42 -27.11)
M3_DATA.3416,3416,EI10,Hanga Roa Pt Nth Easter Island,-27.11,-109.42,Chile,Easter Island,Eastern Indo-Pacific,912342098,14,2012-03-28T13:00:00Z,Pocil,Pocillopora,Coral,12,100,12,POINT (-109.42 -27.11)
M3_DATA.3422,3422,EI10,Hanga Roa Pt Nth Easter Island,-27.11,-109.42,Chile,Easter Island,Eastern Indo-Pacific,912342098,14,2012-03-28T13:00:00Z,Bra,Other branching/erect corals (Live),Coral,61,100,61,POINT (-109.42 -27.11)
M3_DATA.3423,3423,EI10,Hanga Roa Pt Nth Easter Island,-27.11,-109.42,Chile,Easter Island,Eastern Indo-Pacific,912342098,14,2012-03-28T13:00:00Z,Ecr,Encrusting corals,Coral,1,100,1,POINT (-109.42 -27.11)
M3_DATA.3427,3427,EI11,The Moai Easter Island,-27.15,-109.44,Chile,Easter Island,Eastern Indo-Pacific,912342099,17,2012-04-06T14:00:00Z,Bleach,Bleached coral,Coral,1,100,1,POINT (-109.44 -27.15)
M3_DATA.3429,3429,EI11,The Moai Easter Island,-27.15,-109.44,Chile,Easter Island,Eastern Indo-Pacific,912342099,17,2012-04-06T14:00:00Z,Pocil,Pocillopora,Coral,7,100,7,POINT (-109.44 -27.15)
M3_DATA.3434,3434,CI5,The Tanks,-10.42,105.67,Australia,Cocos-Keeling/Christmas Island,Central Indo-Pacific,6003297,18.2,2010-09-22T14:00:00Z,Pocil,Pocillopora,Coral,12,100,12,POINT (105.67 -10.42)
M3_DATA.3435,3435,CI5,The Tanks,-10.42,105.67,Australia,Cocos-Keeling/Christmas Island,Central Indo-Pacific,6003297,18.2,2010-09-22T14:00:00Z,Tab,Tabular Coral (Live),Coral,10,100,10,POINT (105.67 -10.42)
M3_DATA.3437,3437,CI5,The Tanks,-10.42,105.67,Australia,Cocos-Keeling/Christmas Island,Central Indo-Pacific,6003297,18.2,2010-09-22T14:00:00Z,Ecr,Encrusting corals,Coral,8,100,8,POINT (105.67 -10.42)
M3_DATA.3440,3440,CI10,Isabel Beach,-10.42,105.67,Australia,Cocos-Keeling/Christmas Island,Central Indo-Pacific,6003302,8,2010-10-02T14:00:00Z,Bra,Other branching/erect corals (Live),Coral,7,100,7,POINT (105.67 -10.42)
M3_DATA.3442,3442,CI10,Isabel Beach,-10.42,105.67,Australia,Cocos-Keeling/Christmas Island,Central Indo-Pacific,6003302,8,2010-10-02T14:00:00Z,Ecr,Encrusting corals,Coral,21,100,21,POINT (105.67 -10.42)
M3_DATA.3447,3447,CI10,Isabel Beach,-10.42,105.67,Australia,Cocos-Keeling/Christmas Island,Central Indo-Pacific,6003302,8,2010-10-02T14:00:00Z,Mas,Massive corals (Live),Coral,16,100,16,POINT (105.67 -10.42)
M3_DATA.3448,3448,CI10,Isabel Beach,-10.42,105.67,Australia,Cocos-Keeling/Christmas Island,Central Indo-Pacific,6003302,8,2010-10-02T14:00:00Z,Pocil,Pocillopora,Coral,2,100,2,POINT (105.67 -10.42)
M3_DATA.3449,3449,CI12,Ethel Beach W,-10.46,105.71,Australia,Cocos-Keeling/Christmas Island,Central Indo-Pacific,6003304,9.5,2010-10-07T13:00:00Z,Pocil,Pocillopora,Coral,4,100,4,POINT (105.71 -10.46)
M3_DATA.3455,3455,CI12,Ethel Beach W,-10.46,105.71,Australia,Cocos-Keeling/Christmas Island,Central Indo-Pacific,6003304,9.5,2010-10-07T13:00:00Z,Bra,Other branching/erect corals (Live),Coral,1,100,1,POINT (105.71 -10.46)
M3_DATA.3456,3456,CI12,Ethel Beach W,-10.46,105.71,Australia,Cocos-Keeling/Christmas Island,Central Indo-Pacific,6003304,9.5,2010-10-07T13:00:00Z,Ecr,Encrusting corals,Coral,40,100,40,POINT (105.71 -10.46)
M3_DATA.3460,3460,EI11,The Moai Easter Island,-27.15,-109.44,Chile,Easter Island,Eastern Indo-Pacific,912342099,17,2012-04-06T14:00:00Z,Bra,Other branching/erect corals (Live),Coral,78,100,78,POINT (-109.44 -27.15)
M3_DATA.3461,3461,EI11,The Moai Easter Island,-27.15,-109.44,Chile,Easter Island,Eastern Indo-Pacific,912342099,17,2012-04-06T14:00:00Z,Ecr,Encrusting corals,Coral,3,100,3,POINT (-109.44 -27.15)
M3_DATA.3469,3469,EI2,Nth Bay Sal y Gomez,-26.47,-105.36,Chile,Easter Island,Eastern Indo-Pacific,912342112,15,2012-03-24T13:00:00Z,Bra,Other branching/erect corals (Live),Coral,59,100,59,POINT (-105.36 -26.47)
M3_DATA.3471,3471,EI2,Nth Bay Sal y Gomez,-26.47,-105.36,Chile,Easter Island,Eastern Indo-Pacific,912342112,15,2012-03-24T13:00:00Z,Ecr,Encrusting corals,Coral,4,100,4,POINT (-105.36 -26.47)
M3_DATA.3472,3472,EI2,Nth Bay Sal y Gomez,-26.47,-105.36,Chile,Easter Island,Eastern Indo-Pacific,912342112,15,2012-03-24T13:00:00Z,Pocil,Pocillopora,Coral,3,100,3,POINT (-105.36 -26.47)
M3_DATA.3474,3474,EI4,East Bommie Sal y Gomez,-26.47,-105.36,Chile,Easter Island,Eastern Indo-Pacific,912342113,15,2012-03-24T13:00:00Z,Bra,Other branching/erect corals (Live),Coral,43,100,43,POINT (-105.36 -26.47)
M3_DATA.3476,3476,EI4,East Bommie Sal y Gomez,-26.47,-105.36,Chile,Easter Island,Eastern Indo-Pacific,912342113,15,2012-03-24T13:00:00Z,Ecr,Encrusting corals,Coral,2,100,2,POINT (-105.36 -26.47)
M3_DATA.3477,3477,EI4,East Bommie Sal y Gomez,-26.47,-105.36,Chile,Easter Island,Eastern Indo-Pacific,912342113,15,2012-03-24T13:00:00Z,Pocil,Pocillopora,Coral,2,100,2,POINT (-105.36 -26.47)
M3_DATA.3485,3485,EI6,NE Ridge Sal y Gomez,-26.47,-105.36,Chile,Easter Island,Eastern Indo-Pacific,912342114,19,2012-03-25T13:00:00Z,Bra,Other branching/erect corals (Live),Coral,61,100,61,POINT (-105.36 -26.47)
M3_DATA.3487,3487,FP5,Tetiaroa,-17,-149.59,French Polynesia,Society Islands,Eastern Indo-Pacific,689003051,9,2009-07-04T14:00:00Z,Tab,Tabular Coral (Live),Coral,11,100,11,POINT (-149.59 -17)
M3_DATA.3488,3488,FP5,Tetiaroa,-17,-149.59,French Polynesia,Society Islands,Eastern Indo-Pacific,689003051,9,2009-07-04T14:00:00Z,BrAc,Branching Acropora,Coral,1,100,1,POINT (-149.59 -17)
M3_DATA.3492,3492,FP5,Tetiaroa,-17,-149.59,French Polynesia,Society Islands,Eastern Indo-Pacific,689003051,9,2009-07-04T14:00:00Z,Stony,Large-polyp stony corals,Coral,1,100,1,POINT (-149.59 -17)
M3_DATA.3493,3493,FP5,Tetiaroa,-17,-149.59,French Polynesia,Society Islands,Eastern Indo-Pacific,689003051,9,2009-07-04T14:00:00Z,Mas,Massive corals (Live),Coral,3,100,3,POINT (-149.59 -17)
M3_DATA.3494,3494,FP5,Tetiaroa,-17,-149.59,French Polynesia,Society Islands,Eastern Indo-Pacific,689003051,9,2009-07-04T14:00:00Z,Pocil,Pocillopora,Coral,27,100,27,POINT (-149.59 -17)
M3_DATA.3495,3495,FP7,Fa'a Miti Huahine,-16.69,-151.04,French Polynesia,Society Islands,Eastern Indo-Pacific,689003053,15,2009-07-06T14:00:00Z,Mas,Massive corals (Live),Coral,6,100,6,POINT (-151.04 -16.69)
M3_DATA.3500,3500,FP7,Fa'a Miti Huahine,-16.69,-151.04,French Polynesia,Society Islands,Eastern Indo-Pacific,689003053,15,2009-07-06T14:00:00Z,Ecr,Encrusting corals,Coral,7,100,7,POINT (-151.04 -16.69)
M3_DATA.3506,3506,FP9,Tombant des Napoleons,-16.74,-151.42,French Polynesia,Society Islands,Eastern Indo-Pacific,689003055,5.8,2009-07-07T14:00:00Z,Bra,Other branching/erect corals (Live),Coral,1,100,1,POINT (-151.42 -16.74)
M3_DATA.3507,3507,FP9,Tombant des Napoleons,-16.74,-151.42,French Polynesia,Society Islands,Eastern Indo-Pacific,689003055,5.8,2009-07-07T14:00:00Z,Ecr,Encrusting corals,Coral,1,100,1,POINT (-151.42 -16.74)
M3_DATA.3512,3512,FP13,Bora Bora Airport,-16.44,-151.76,French Polynesia,Society Islands,Eastern Indo-Pacific,689003060,12,2009-07-11T14:00:00Z,Pocil,Pocillopora,Coral,1,100,1,POINT (-151.76 -16.44)
M3_DATA.3515,3515,FP13,Bora Bora Airport,-16.44,-151.76,French Polynesia,Society Islands,Eastern Indo-Pacific,689003060,12,2009-07-11T14:00:00Z,Ecr,Encrusting corals,Coral,2,100,2,POINT (-151.76 -16.44)
M3_DATA.3519,3519,FP2,Moorea Channel,-17.48,-149.82,French Polynesia,Society Islands,Eastern Indo-Pacific,689003739,8,2009-07-01T14:00:00Z,Ecr,Encrusting corals,Coral,3,100,3,POINT (-149.82 -17.48)
M3_DATA.3522,3522,FP2,Moorea Channel,-17.48,-149.82,French Polynesia,Society Islands,Eastern Indo-Pacific,689003739,8,2009-07-01T14:00:00Z,Hcol,Hydrocoral,Coral,1,100,1,POINT (-149.82 -17.48)
M3_DATA.3523,3523,FP2,Moorea Channel,-17.48,-149.82,French Polynesia,Society Islands,Eastern Indo-Pacific,689003739,8,2009-07-01T14:00:00Z,Pocil,Pocillopora,Coral,2,100,2,POINT (-149.82 -17.48)
M3_DATA.3526,3526,QLD58,Davies Reef,-18.83,147.63,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,912340012,2,2012-04-01T14:00:00Z,Bleach,Bleached coral,Coral,3,100,3,POINT (147.63 -18.83)
M3_DATA.3527,3527,QLD58,Davies Reef,-18.83,147.63,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,912340012,2,2012-04-01T14:00:00Z,BrAc,Branching Acropora,Coral,40,100,40,POINT (147.63 -18.83)
M3_DATA.3531,3531,QLD58,Davies Reef,-18.83,147.63,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,912340012,2,2012-04-01T14:00:00Z,Bra,Other branching/erect corals (Live),Coral,6,100,6,POINT (147.63 -18.83)
M3_DATA.3534,3534,QLD58,Davies Reef,-18.83,147.63,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,912340012,2,2012-04-01T14:00:00Z,Ecr,Encrusting corals,Coral,2,100,2,POINT (147.63 -18.83)
M3_DATA.3535,3535,QLD58,Davies Reef,-18.83,147.63,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,912340012,2,2012-04-01T14:00:00Z,Tab,Tabular Coral (Live),Coral,2,100,2,POINT (147.63 -18.83)
M3_DATA.3539,3539,QLD59,Lynch's Reef,-18.73,147.72,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,912340014,10,2012-04-02T14:00:00Z,Ecr,Encrusting corals,Coral,4,100,4,POINT (147.72 -18.73)
M3_DATA.3543,3543,QLD62,Chicken Reef NW,-18.65,147.71,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,912340019,6,2012-04-03T14:00:00Z,Hcol,Hydrocoral,Coral,3,100,3,POINT (147.71 -18.65)
M3_DATA.3545,3545,QLD62,Chicken Reef NW,-18.65,147.71,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,912340019,6,2012-04-03T14:00:00Z,Soft,Soft corals and gorgonians,Coral,3,100,3,POINT (147.71 -18.65)
M3_DATA.3548,3548,QLD62,Chicken Reef NW,-18.65,147.71,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,912340019,6,2012-04-03T14:00:00Z,Ecr,Encrusting corals,Coral,1,100,1,POINT (147.71 -18.65)
M3_DATA.3552,3552,QLD63,Bowl Reef S,-18.54,147.53,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,912340021,5,2012-04-05T14:00:00Z,Bra,Other branching/erect corals (Live),Coral,6,100,6,POINT (147.53 -18.54)
M3_DATA.3554,3554,QLD63,Bowl Reef S,-18.54,147.53,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,912340021,5,2012-04-05T14:00:00Z,Ecr,Encrusting corals,Coral,5,100,5,POINT (147.53 -18.54)
M3_DATA.3564,3564,NT12,The Grottos,-12.41,130.79,Australia,Bonaparte Coast,Central Indo-Pacific,8000653,9,2009-08-01T14:00:00Z,Bra,Other branching/erect corals (Live),Coral,2,100,2,POINT (130.79 -12.41)
M3_DATA.3565,3565,NT12,The Grottos,-12.41,130.79,Australia,Bonaparte Coast,Central Indo-Pacific,8000653,9,2009-08-01T14:00:00Z,Ecr,Encrusting corals,Coral,2,100,2,POINT (130.79 -12.41)
M3_DATA.3569,3569,NT12,The Grottos,-12.41,130.79,Australia,Bonaparte Coast,Central Indo-Pacific,8000653,9,2009-08-01T14:00:00Z,Soft,Soft corals and gorgonians,Coral,8,100,8,POINT (130.79 -12.41)
M3_DATA.3575,3575,NT4,Stevens Rock,-12.48,130.79,Australia,Bonaparte Coast,Central Indo-Pacific,8000660,7.5,2009-10-27T13:00:00Z,Soft,Soft corals and gorgonians,Coral,17,100,17,POINT (130.79 -12.48)
M3_DATA.3580,3580,NT4,Stevens Rock,-12.48,130.79,Australia,Bonaparte Coast,Central Indo-Pacific,8000660,7.5,2009-10-27T13:00:00Z,Ecr,Encrusting corals,Coral,3,100,3,POINT (130.79 -12.48)
M3_DATA.3582,3582,NT6,West White Beach CI,-10.46,105.58,Australia,Cocos-Keeling/Christmas Island,Central Indo-Pacific,8000662,9,2009-11-25T13:00:00Z,Bra,Other branching/erect corals (Live),Coral,5,100,5,POINT (105.58 -10.46)
M3_DATA.3583,3583,NT6,West White Beach CI,-10.46,105.58,Australia,Cocos-Keeling/Christmas Island,Central Indo-Pacific,8000662,9,2009-11-25T13:00:00Z,BrAc,Branching Acropora,Coral,1,100,1,POINT (105.58 -10.46)
M3_DATA.3584,3584,NT6,West White Beach CI,-10.46,105.58,Australia,Cocos-Keeling/Christmas Island,Central Indo-Pacific,8000662,9,2009-11-25T13:00:00Z,Ecr,Encrusting corals,Coral,12,100,12,POINT (105.58 -10.46)
M3_DATA.3588,3588,NT6,West White Beach CI,-10.46,105.58,Australia,Cocos-Keeling/Christmas Island,Central Indo-Pacific,8000662,9,2009-11-25T13:00:00Z,Pocil,Pocillopora,Coral,7,100,7,POINT (105.58 -10.46)
M3_DATA.3589,3589,NT6,West White Beach CI,-10.46,105.58,Australia,Cocos-Keeling/Christmas Island,Central Indo-Pacific,8000662,9,2009-11-25T13:00:00Z,Tab,Tabular Coral (Live),Coral,12,100,12,POINT (105.58 -10.46)
M3_DATA.3591,3591,QLD66,Myrmidon Reef,-18.27,147.38,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,912340028,11,2012-04-07T14:00:00Z,Soft,Soft corals and gorgonians,Coral,4,100,4,POINT (147.38 -18.27)
M3_DATA.3593,3593,QLD66,Myrmidon Reef,-18.27,147.38,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,912340028,11,2012-04-07T14:00:00Z,Bleach,Bleached coral,Coral,1,100,1,POINT (147.38 -18.27)
M3_DATA.3598,3598,QLD66,Myrmidon Reef,-18.27,147.38,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,912340028,11,2012-04-07T14:00:00Z,Ecr,Encrusting corals,Coral,1,100,1,POINT (147.38 -18.27)
M3_DATA.3600,3600,QLD67,Myrmidon Lagoon,-18.27,147.38,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,912340030,4.5,2012-04-07T14:00:00Z,Bra,Other branching/erect corals (Live),Coral,4,100,4,POINT (147.38 -18.27)
M3_DATA.3602,3602,QLD67,Myrmidon Lagoon,-18.27,147.38,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,912340030,4.5,2012-04-07T14:00:00Z,Ecr,Encrusting corals,Coral,11,100,11,POINT (147.38 -18.27)
M3_DATA.3605,3605,QLD67,Myrmidon Lagoon,-18.27,147.38,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,912340030,4.5,2012-04-07T14:00:00Z,BrAc,Branching Acropora,Coral,1,100,1,POINT (147.38 -18.27)
M3_DATA.3609,3609,QLD67,Myrmidon Lagoon,-18.27,147.38,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,912340030,4.5,2012-04-07T14:00:00Z,Soft,Soft corals and gorgonians,Coral,2,100,2,POINT (147.38 -18.27)
M3_DATA.3615,3615,MAL10,Vilamendhoo,3.64,72.93,Maldives,Maldives,Western Indo-Pacific,912340362,5,2012-05-10T14:00:00Z,Mas,Massive corals (Live),Coral,1,100,1,POINT (72.93 3.64)
M3_DATA.3618,3618,MAL10,Vilamendhoo,3.64,72.93,Maldives,Maldives,Western Indo-Pacific,912340362,5,2012-05-10T14:00:00Z,Bra,Other branching/erect corals (Live),Coral,2,100,2,POINT (72.93 3.64)
M3_DATA.3627,3627,MAL12,Kuda Giri,3.97,73.49,Maldives,Maldives,Western Indo-Pacific,912340364,6,2012-05-11T14:00:00Z,Bra,Other branching/erect corals (Live),Coral,5,100,5,POINT (73.49 3.9699999999999998)
M3_DATA.3629,3629,MAL12,Kuda Giri,3.97,73.49,Maldives,Maldives,Western Indo-Pacific,912340364,6,2012-05-11T14:00:00Z,Ecr,Encrusting corals,Coral,8,100,8,POINT (73.49 3.9699999999999998)
M3_DATA.3633,3633,MAL12,Kuda Giri,3.97,73.49,Maldives,Maldives,Western Indo-Pacific,912340364,6,2012-05-11T14:00:00Z,Mas,Massive corals (Live),Coral,4,100,4,POINT (73.49 3.9699999999999998)
M3_DATA.3636,3636,MAL12,Kuda Giri,3.97,73.49,Maldives,Maldives,Western Indo-Pacific,912340364,6,2012-05-11T14:00:00Z,BrAc,Branching Acropora,Coral,1,100,1,POINT (73.49 3.9699999999999998)
M3_DATA.3730,3730,QLD59,Lynch's Reef,-18.73,147.72,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,912340013,4,2012-04-02T14:00:00Z,Bra,Other branching/erect corals (Live),Coral,1,100,1,POINT (147.72 -18.73)
M3_DATA.3732,3732,QLD59,Lynch's Reef,-18.73,147.72,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,912340013,4,2012-04-02T14:00:00Z,Ecr,Encrusting corals,Coral,5,100,5,POINT (147.72 -18.73)
M3_DATA.3735,3735,QLD62,Chicken Reef NW,-18.65,147.71,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,912340020,9,2012-04-03T14:00:00Z,Hcol,Hydrocoral,Coral,2,100,2,POINT (147.71 -18.65)
M3_DATA.3736,3736,QLD62,Chicken Reef NW,-18.65,147.71,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,912340020,9,2012-04-03T14:00:00Z,Soft,Soft corals and gorgonians,Coral,3,100,3,POINT (147.71 -18.65)
M3_DATA.3738,3738,QLD62,Chicken Reef NW,-18.65,147.71,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,912340020,9,2012-04-03T14:00:00Z,Mas,Massive corals (Live),Coral,9,100,9,POINT (147.71 -18.65)
M3_DATA.3739,3739,QLD62,Chicken Reef NW,-18.65,147.71,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,912340020,9,2012-04-03T14:00:00Z,Pocil,Pocillopora,Coral,1,100,1,POINT (147.71 -18.65)
M3_DATA.3742,3742,QLD62,Chicken Reef NW,-18.65,147.71,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,912340020,9,2012-04-03T14:00:00Z,Bra,Other branching/erect corals (Live),Coral,2,100,2,POINT (147.71 -18.65)
M3_DATA.3745,3745,QLD62,Chicken Reef NW,-18.65,147.71,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,912340020,9,2012-04-03T14:00:00Z,Ecr,Encrusting corals,Coral,2,100,2,POINT (147.71 -18.65)
M3_DATA.3752,3752,PAC78,Motukokoko I,-35.16,174.34,New Zealand,Northeastern New Zealand,Temperate Australasia,912342741,8,2012-10-02T14:00:00Z,Stony,Large-polyp stony corals,Coral,1,98,1.0204,POINT (174.34 -35.16)
M3_DATA.3756,3756,PAC78,Motukokoko I,-35.16,174.34,New Zealand,Northeastern New Zealand,Temperate Australasia,912342742,14,2012-10-02T14:00:00Z,Aherm,Ahermatypic corals,Coral,1,100,1,POINT (174.34 -35.16)
M3_DATA.3774,3774,PAC87,Deep Water Cove NW Islet,-35.19,174.29,New Zealand,Northeastern New Zealand,Temperate Australasia,912342757,6,2012-10-09T13:00:00Z,Stony,Large-polyp stony corals,Coral,1,110,0.9091,POINT (174.29 -35.19)
M3_DATA.3804,3804,QLD63,Bowl Reef S,-18.54,147.53,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,912340022,8.5,2012-04-05T14:00:00Z,Stony,Large-polyp stony corals,Coral,1,100,1,POINT (147.53 -18.54)
M3_DATA.3811,3811,QLD67,Myrmidon Lagoon,-18.27,147.38,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,912340029,3,2012-04-07T14:00:00Z,Ecr,Encrusting corals,Coral,6,100,6,POINT (147.38 -18.27)
M3_DATA.3818,3818,QLD68,Myrmidon Wall,-18.26,147.38,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,912340031,5,2012-04-08T14:00:00Z,Bra,Other branching/erect corals (Live),Coral,1,100,1,POINT (147.38 -18.26)
M3_DATA.3819,3819,QLD68,Myrmidon Wall,-18.26,147.38,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,912340031,5,2012-04-08T14:00:00Z,Ecr,Encrusting corals,Coral,18,100,18,POINT (147.38 -18.26)
M3_DATA.3824,3824,QLD68,Myrmidon Wall,-18.26,147.38,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,912340031,5,2012-04-08T14:00:00Z,Stony,Large-polyp stony corals,Coral,6,100,6,POINT (147.38 -18.26)
M3_DATA.3915,3915,PAC119,Rikoriko Point,-35.48,174.73,New Zealand,Northeastern New Zealand,Temperate Australasia,912342808,9,2012-10-31T13:00:00Z,Ecr,Encrusting corals,Coral,4,110,3.6364,POINT (174.73 -35.48)
M3_DATA.3931,3931,CG10,Steves Bommie (668),-31.68,152.91,Australia,Manning-Hawkesbury,Temperate Australasia,2000860,31,2009-05-16T14:00:00Z,Aherm,Ahermatypic corals,Coral,,,10.8411,POINT (152.91 -31.68)
M3_DATA.3934,3934,CG10,Steves Bommie (668),-31.68,152.91,Australia,Manning-Hawkesbury,Temperate Australasia,2000860,31,2009-05-16T14:00:00Z,Soft,Soft corals and gorgonians,Coral,,,0.1869,POINT (152.91 -31.68)
M3_DATA.3938,3938,CAR21,Porvenir1,9.56,-78.95,Panama,Southwestern Caribbean,Tropical Atlantic,1003689,3.5,2011-03-26T13:00:00Z,Ecr,Encrusting corals,Coral,5,100,5,POINT (-78.95 9.56)
M3_DATA.3939,3939,CAR21,Porvenir1,9.56,-78.95,Panama,Southwestern Caribbean,Tropical Atlantic,1003689,3.5,2011-03-26T13:00:00Z,Tab,Tabular Coral (Live),Coral,27,100,27,POINT (-78.95 9.56)
M3_DATA.3945,3945,CAR21,Porvenir1,9.56,-78.95,Panama,Southwestern Caribbean,Tropical Atlantic,1003689,3.5,2011-03-26T13:00:00Z,Bra,Other branching/erect corals (Live),Coral,12,100,12,POINT (-78.95 9.56)
M3_DATA.3946,3946,CAR21,Porvenir1,9.56,-78.95,Panama,Southwestern Caribbean,Tropical Atlantic,1003689,3.5,2011-03-26T13:00:00Z,Mas,Massive corals (Live),Coral,2,100,2,POINT (-78.95 9.56)
M3_DATA.3947,3947,CAR21,Porvenir1,9.56,-78.95,Panama,Southwestern Caribbean,Tropical Atlantic,1003691,6,2011-03-26T13:00:00Z,Mas,Massive corals (Live),Coral,3,100,3,POINT (-78.95 9.56)
M3_DATA.3951,3951,CAR21,Porvenir1,9.56,-78.95,Panama,Southwestern Caribbean,Tropical Atlantic,1003691,6,2011-03-26T13:00:00Z,Tab,Tabular Coral (Live),Coral,25,100,25,POINT (-78.95 9.56)
M3_DATA.3952,3952,CAR21,Porvenir1,9.56,-78.95,Panama,Southwestern Caribbean,Tropical Atlantic,1003691,6,2011-03-26T13:00:00Z,Ecr,Encrusting corals,Coral,4,100,4,POINT (-78.95 9.56)
M3_DATA.3958,3958,CAR25,Chichime SE,9.58,-78.88,Panama,Southwestern Caribbean,Tropical Atlantic,1003692,2,2011-03-27T13:00:00Z,Tab,Tabular Coral (Live),Coral,14,100,14,POINT (-78.88 9.58)
M3_DATA.3965,3965,CAR25,Chichime SE,9.58,-78.88,Panama,Southwestern Caribbean,Tropical Atlantic,1003692,2,2011-03-27T13:00:00Z,Bra,Other branching/erect corals (Live),Coral,6,100,6,POINT (-78.88 9.58)
M3_DATA.3966,3966,CAR13,Starboard Harbour Buoy,13.39,-81.38,Colombia,Southwestern Caribbean,Tropical Atlantic,1003664,6.5,2011-03-19T13:00:00Z,Ecr,Encrusting corals,Coral,2,100,2,POINT (-81.38 13.39)
M3_DATA.3968,3968,CAR13,Starboard Harbour Buoy,13.39,-81.38,Colombia,Southwestern Caribbean,Tropical Atlantic,1003664,6.5,2011-03-19T13:00:00Z,Mas,Massive corals (Live),Coral,7,100,7,POINT (-81.38 13.39)
M3_DATA.3973,3973,CAR13,Starboard Harbour Buoy,13.39,-81.38,Colombia,Southwestern Caribbean,Tropical Atlantic,1003664,6.5,2011-03-19T13:00:00Z,Soft,Soft corals and gorgonians,Coral,3,100,3,POINT (-81.38 13.39)
M3_DATA.3978,3978,CAR15,Outer Channel Marker   Providencia,13.4,-81.4,Colombia,Southwestern Caribbean,Tropical Atlantic,1003666,7,2011-03-19T13:00:00Z,Soft,Soft corals and gorgonians,Coral,12,100,12,POINT (-81.4 13.4)
M3_DATA.3981,3981,CAR15,Outer Channel Marker   Providencia,13.4,-81.4,Colombia,Southwestern Caribbean,Tropical Atlantic,1003666,7,2011-03-19T13:00:00Z,Mas,Massive corals (Live),Coral,8,100,8,POINT (-81.4 13.4)
